Entity,Code,Year,Annual CO₂ emissions,Annual CO₂ emissions including land-use change,Annual CO₂ emissions from land-use change
Africa,,1850,0.0,185654880.0,406300960.0
Africa,,1851,0.0,249518400.0,468332480.0
Africa,,1852,0.0,287990400.0,506694560.0
Africa,,1853,0.0,319464160.0,539011100.0
Africa,,1854,0.0,333167520.0,552494600.0
Africa,,1855,0.0,346357920.0,572646500.0
Africa,,1856,0.0,354638560.0,579205100.0
Africa,,1857,0.0,363395520.0,590416960.0
Africa,,1858,0.0,370613600.0,599173900.0
Africa,,1859,0.0,378747680.0,607820900.0
Africa,,1860,0.0,210936480.0,415864000.0
Africa,,1861,0.0,146633280.0,341997760.0
Africa,,1862,0.0,110506240.0,297846560.0
Africa,,1863,0.0,88302400.0,272564960.0
Africa,,1864,0.0,72657120.0,252266400.0
Africa,,1865,0.0,62068160.0,244828480.0
Africa,,1866,0.0,54666880.0,236291360.0
Africa,,1867,0.0,47522080.0,228010720.0
Africa,,1868,0.0,42465760.0,221159040.0
Africa,,1869,0.0,38728480.0,217421760.0
Africa,,1870,0.0,36236960.0,222844480.0
Africa,,1871,0.0,33782080.0,225152800.0
Africa,,1872,0.0,31400480.0,228926720.0
Africa,,1873,0.0,29385280.0,228633600.0
Africa,,1874,0.0,28176160.0,225848960.0
Africa,,1875,0.0,26270880.0,227864160.0
Africa,,1876,0.0,25318240.0,229696160.0
Africa,,1877,0.0,24622080.0,228670240.0
Africa,,1878,0.0,23229760.0,225739040.0
Africa,,1879,0.0,22606880.0,229842720.0
Africa,,1880,0.0,24145760.0,230538880.0
Africa,,1881,0.0,24475520.0,234459360.0
Africa,,1882,0.0,24988480.0,236254720.0
Africa,,1883,0.0,24292320.0,234019680.0
Africa,,1884,21984.0,40838944.0,237244000.0
Africa,,1885,36640.0,41220000.0,234642560.0
Africa,,1886,47632.0,39435630.0,236804320.0
Africa,,1887,47632.0,38995950.0,234899040.0
Africa,,1888,80608.0,39212130.0,236657760.0
Africa,,1889,131904.0,38457344.0,236840960.0
Africa,,1890,296784.0,46353264.0,255197600.0
Africa,,1891,296784.0,49687504.0,262818720.0
Africa,,1892,479984.0,52142384.0,269963520.0
Africa,,1893,1799024.0,55000304.0,277108320.0
Africa,,1894,2432896.0,56073856.0,276778560.0
Africa,,1895,3337904.0,58004784.0,280589120.0
Africa,,1896,4257568.0,59437410.0,276448800.0
Africa,,1897,4777856.0,61020256.0,280772320.0
Africa,,1898,6049264.0,62364944.0,279489920.0
Africa,,1899,5517984.0,63006144.0,281981440.0
Africa,,1900,2330304.0,64618304.0,302133440.0
Africa,,1901,3909488.0,69348530.0,314664320.0
Africa,,1902,5825760.0,73243360.0,324483840.0
Africa,,1903,7895920.0,77658480.0,331005760.0
Africa,,1904,8910848.0,81274850.0,335292640.0
Africa,,1905,10262864.0,82736780.0,337051360.0
Africa,,1906,11717472.0,84228030.0,337234560.0
Africa,,1907,12930256.0,85990420.0,340202400.0
Africa,,1908,13402912.0,87012670.0,340935200.0
Africa,,1909,15385136.0,89251380.0,342767200.0
Africa,,1910,17411328.0,96040770.0,375266880.0
Africa,,1911,16865392.0,97619950.0,395748640.0
Africa,,1912,17953600.0,102775200.0,408939040.0
Africa,,1913,19606064.0,103914700.0,416303680.0
Africa,,1914,19551104.0,103896380.0,424767520.0
Africa,,1915,19606064.0,132127500.0,425866720.0
Africa,,1916,23255408.0,141199570.0,427259040.0
Africa,,1917,25343888.0,145816210.0,432022240.0
Africa,,1918,24724672.0,144427550.0,439826560.0
Africa,,1919,25442816.0,145072420.0,442464640.0
Africa,,1920,28051584.0,201432060.0,495665920.0
Africa,,1921,27985632.0,216132030.0,529704480.0
Africa,,1922,23969888.0,220360290.0,557514240.0
Africa,,1923,29044528.0,230967570.0,574185500.0
Africa,,1924,30631040.0,239515680.0,591113100.0
Africa,,1925,32184576.0,246162180.0,604853100.0
Africa,,1926,34437936.0,249844500.0,609616300.0
Africa,,1927,33840704.0,300030300.0,621048000.0
Africa,,1928,34770320.0,308141380.0,626947100.0
Africa,,1929,35801616.0,319212030.0,637206300.0
Africa,,1930,33695670.0,364994560.0,764969900.0
Africa,,1931,29463712.0,396523230.0,855287550.0
Africa,,1932,26622752.0,416289150.0,905008000.0
Africa,,1933,28491132.0,510014000.0,938973300.0
Africa,,1934,32539280.0,523735140.0,962093100.0
Africa,,1935,35909544.0,535898980.0,980413100.0
Africa,,1936,39015950.0,470451940.0,998256800.0
Africa,,1937,41844264.0,473573380.0,1007270300.0
Africa,,1938,44013164.0,479955870.0,1007783200.0
Africa,,1939,46852930.0,489207650.0,1022842240.0
Africa,,1940,49649184.0,643913340.0,1494875400.0
Africa,,1941,54023456.0,788948600.0,1792868500.0
Africa,,1942,58822884.0,846985900.0,1957235500.0
Africa,,1943,60119628.0,885289100.0,2073384300.0
Africa,,1944,66632910.0,855162400.0,2127098600.0
Africa,,1945,67527180.0,1072672300.0,2197374000.0
Africa,,1946,68159370.0,884864960.0,2223168500.0
Africa,,1947,67934744.0,1087699200.0,2254679000.0
Africa,,1948,71733140.0,1152942800.0,2277102600.0
Africa,,1949,77323530.0,1172822900.0,2306817800.0
Africa,,1950,93452170.0,2465305900.0,2617928000.0
Africa,,1951,99862080.0,2282214000.0,2406368800.0
Africa,,1952,108882370.0,2226051600.0,2332649000.0
Africa,,1953,110796130.0,2220234200.0,2323892000.0
Africa,,1954,116156920.0,2263920400.0,2360678700.0
Africa,,1955,128058296.0,2328180500.0,2416334800.0
Africa,,1956,133509440.0,2392255500.0,2480784400.0
Africa,,1957,139953090.0,2479014100.0,2569966300.0
Africa,,1958,148304510.0,2633559000.0,2657645800.0
Africa,,1959,147910850.0,2863777500.0,2728947200.0
Africa,,1960,156640450.0,2742435000.0,2600450800.0
Africa,,1961,162078600.0,2102533000.0,1952692200.0
Africa,,1962,166426480.0,2073428600.0,1919789400.0
Africa,,1963,176448430.0,1896945700.0,1731679700.0
Africa,,1964,193763900.0,1863404700.0,1678808200.0
Africa,,1965,213784600.0,1512005800.0,1306802200.0
Africa,,1966,221261600.0,1489657900.0,1277160400.0
Africa,,1967,237257680.0,1412258600.0,1183875100.0
Africa,,1968,257600220.0,1776720300.0,1528071200.0
Africa,,1969,278139500.0,1558297100.0,1288445600.0
Africa,,1970,302942700.0,1512399700.0,1218133500.0
Africa,,1971,332203940.0,1282795800.0,959161900.0
Africa,,1972,352238850.0,1488767600.0,1141445900.0
Africa,,1973,378421020.0,1274880900.0,900867700.0
Africa,,1974,388864800.0,1275461200.0,891341300.0
Africa,,1975,387828830.0,1268522500.0,884892700.0
Africa,,1976,420856770.0,1104332000.0,686487040.0
Africa,,1977,433844580.0,1196018800.0,765153150.0
Africa,,1978,463266720.0,1074638100.0,614745900.0
Africa,,1979,499991800.0,1150157600.0,652998100.0
Africa,,1980,536490200.0,1136924500.0,603094400.0
Africa,,1981,549365200.0,1206910300.0,659666560.0
Africa,,1982,572576960.0,1172469000.0,602141760.0
Africa,,1983,595413200.0,1489802900.0,896654100.0
Africa,,1984,650254140.0,1768367700.0,1120341200.0
Africa,,1985,666655200.0,1928969200.0,1264153300.0
Africa,,1986,690670600.0,1646110000.0,958319200.0
Africa,,1987,690763200.0,1612237200.0,924317300.0
Africa,,1988,726006600.0,1612269600.0,888300160.0
Africa,,1989,699179460.0,1566572800.0,869870200.0
Africa,,1990,659297200.0,1629403500.0,970263800.0
Africa,,1991,688953700.0,1649328400.0,959418400.0
Africa,,1992,668606100.0,1860545500.0,1189847300.0
Africa,,1993,708741060.0,1973726100.0,1265179100.0
Africa,,1994,719465300.0,2115383400.0,1396130600.0
Africa,,1995,771882300.0,2177916700.0,1406243200.0
Africa,,1996,783331900.0,2084465900.0,1301379600.0
Africa,,1997,812606300.0,2142792200.0,1330471700.0
Africa,,1998,837844000.0,2260018200.0,1422474800.0
Africa,,1999,830411140.0,2100404900.0,1270308900.0
Africa,,2000,886403400.0,2086257200.0,1200179800.0
Africa,,2001,883999940.0,2155968500.0,1272324000.0
Africa,,2002,892558700.0,2487322000.0,1595122400.0
Africa,,2003,967169860.0,2605065700.0,1638247700.0
Africa,,2004,1036636900.0,2553335000.0,1517079200.0
Africa,,2005,1057360960.0,2454528500.0,1397559600.0
Africa,,2006,1090145000.0,2459975400.0,1370226000.0
Africa,,2007,1132287500.0,2636092000.0,1504218600.0
Africa,,2008,1181174800.0,2891068400.0,1710318600.0
Africa,,2009,1171780000.0,3177442600.0,2006113300.0
Africa,,2010,1214749200.0,3488942600.0,2274647800.0
Africa,,2011,1251306000.0,3728558300.0,2477670100.0
Africa,,2012,1259536900.0,3465928000.0,2206827300.0
Africa,,2013,1268892300.0,3206723300.0,1938256000.0
Africa,,2014,1350089200.0,2965407700.0,1615787400.0
Africa,,2015,1323759000.0,2790352100.0,1467102200.0
Africa,,2016,1363459100.0,2822482200.0,1459591000.0
Africa,,2017,1379490000.0,2854579700.0,1475676000.0
Africa,,2018,1366411000.0,2716532700.0,1350733600.0
Africa,,2019,1467491800.0,2643174100.0,1176290600.0
Africa,,2020,1385889400.0,2539938000.0,1154599700.0
Africa,,2021,1450796300.0,2610896100.0,1160682000.0
Asia,,1850,14707.0,41564468.0,906510200.0
Asia,,1851,0.0,2051840.0,921862400.0
Asia,,1852,0.0,2931200.0,911603200.0
Asia,,1853,0.0,2271680.0,918528100.0
Asia,,1854,0.0,1832000.0,892000800.0
Asia,,1855,44595.0,42437076.0,881008800.0
Asia,,1856,0.0,2088480.0,890132160.0
Asia,,1857,0.0,1795360.0,880276000.0
Asia,,1858,457111.0,173361280.0,881375200.0
Asia,,1859,702904.0,170529310.0,871592300.0
Asia,,1860,730883.0,168358880.0,838652900.0
Asia,,1861,608742.0,165818510.0,793256000.0
Asia,,1862,650870.0,163295840.0,755516800.0
Asia,,1863,715286.0,162444260.0,762881400.0
Asia,,1864,694944.0,161214780.0,733935900.0
Asia,,1865,830003.0,175822660.0,715652500.0
Asia,,1866,1205407.0,177223970.0,701802560.0
Asia,,1867,636588.0,58344588.0,672124160.0
Asia,,1868,527492.0,74100610.0,645743360.0
Asia,,1869,747871.0,74357630.0,624638700.0
Asia,,1870,677327.0,74946610.0,648784500.0
Asia,,1871,900492.0,75719380.0,648234900.0
Asia,,1872,973476.0,75719070.0,642225900.0
Asia,,1873,930782.0,76299260.0,658530700.0
Asia,,1874,1634514.0,77002990.0,649407360.0
Asia,,1875,2703044.0,78657770.0,638268800.0
Asia,,1876,2809587.0,79167340.0,645670100.0
Asia,,1877,2891457.0,79725540.0,631380500.0
Asia,,1878,5459763.0,199212080.0,641309950.0
Asia,,1879,5673090.0,198399490.0,637902400.0
Asia,,1880,6191159.0,205109710.0,686267200.0
Asia,,1881,6350417.0,208163540.0,757898400.0
Asia,,1882,6878992.0,213968270.0,774056640.0
Asia,,1883,7607270.0,215136220.0,801060350.0
Asia,,1884,8191627.0,217112910.0,821432200.0
Asia,,1885,8539178.0,218413100.0,821981760.0
Asia,,1886,9114688.0,219794690.0,849241900.0
Asia,,1887,10538269.0,222390740.0,852576100.0
Asia,,1888,11718553.0,224303820.0,834329500.0
Asia,,1889,13784222.0,409972540.0,868954240.0
Asia,,1890,15088553.0,518338940.0,938643500.0
Asia,,1891,17205796.0,589046300.0,1041748500.0
Asia,,1892,18277254.0,697253060.0,1080733400.0
Asia,,1893,20416932.0,706940600.0,1089014000.0
Asia,,1894,22751916.0,712133500.0,1102277800.0
Asia,,1895,26308780.0,752989900.0,1141299300.0
Asia,,1896,28034720.0,749842750.0,1152071600.0
Asia,,1897,30492576.0,747830460.0,1152328000.0
Asia,,1898,36494756.0,758339400.0,1151741700.0
Asia,,1899,38654524.0,859903500.0,1159362800.0
Asia,,1900,44009156.0,781242560.0,1208387200.0
Asia,,1901,50369910.0,789435300.0,1254480400.0
Asia,,1902,52411984.0,913488640.0,1294784300.0
Asia,,1903,55067500.0,903540000.0,1287053300.0
Asia,,1904,61913092.0,917457100.0,1283462500.0
Asia,,1905,63008160.0,922509250.0,1291743200.0
Asia,,1906,70287770.0,944151740.0,1302002400.0
Asia,,1907,97203590.0,1074758800.0,1324609300.0
Asia,,1908,105991960.0,1058778560.0,1306106100.0
Asia,,1909,109211940.0,1044557900.0,1281703800.0
Asia,,1910,110783464.0,1149271000.0,1404484500.0
Asia,,1911,117764820.0,1164313100.0,1476152300.0
Asia,,1912,119779900.0,1283942700.0,1517628800.0
Asia,,1913,137368900.0,1287828200.0,1510190800.0
Asia,,1914,142878190.0,1333055200.0,1561853300.0
Asia,,1915,136662220.0,1340286200.0,1569364500.0
Asia,,1916,149904480.0,1349974400.0,1551081100.0
Asia,,1917,161998450.0,1361152400.0,1575153700.0
Asia,,1918,166879310.0,1384023400.0,1580173300.0
Asia,,1919,183561840.0,1414372700.0,1589956100.0
Asia,,1920,175431400.0,1506013000.0,1665984100.0
Asia,,1921,171799940.0,1519345800.0,1640043000.0
Asia,,1922,181281860.0,1560521300.0,1656604300.0
Asia,,1923,199213800.0,1568120800.0,1644989400.0
Asia,,1924,213284600.0,1610257900.0,1661660700.0
Asia,,1925,215449440.0,1619494300.0,1666790300.0
Asia,,1926,218820880.0,1635250000.0,1678222000.0
Asia,,1927,236806190.0,1665546400.0,1686356000.0
Asia,,1928,248410370.0,1727603800.0,1698373900.0
Asia,,1929,258362800.0,1760676100.0,1720101400.0
Asia,,1930,257943730.0,1771029200.0,1748644000.0
Asia,,1931,248701760.0,1910802000.0,1765791500.0
Asia,,1932,248791680.0,1944747400.0,1801259000.0
Asia,,1933,273091500.0,1951093600.0,1785393900.0
Asia,,1934,309641950.0,1978447400.0,1776343800.0
Asia,,1935,337300220.0,2001415700.0,1773705700.0
Asia,,1936,364187040.0,2032039800.0,1781583400.0
Asia,,1937,385525100.0,2060119700.0,1786786300.0
Asia,,1938,394759870.0,2075180200.0,1793161600.0
Asia,,1939,418878500.0,2105857500.0,1799866800.0
Asia,,1940,471837760.0,2183805200.0,1851382500.0
Asia,,1941,478420480.0,2214460200.0,1888095900.0
Asia,,1942,447414270.0,1953354900.0,1925322100.0
Asia,,1943,440125630.0,2197490000.0,1958921000.0
Asia,,1944,440590820.0,2205466400.0,1969216800.0
Asia,,1945,328129380.0,1894745900.0,1980318700.0
Asia,,1946,315654270.0,1996367600.0,1990028400.0
Asia,,1947,380435550.0,2299638800.0,1996147200.0
Asia,,1948,384024350.0,2301542100.0,1993985400.0
Asia,,1949,458598750.0,2404512500.0,2017105300.0
Asia,,1950,475176540.0,2899682000.0,2451729000.0
Asia,,1951,455045440.0,3079898400.0,2653835300.0
Asia,,1952,504698240.0,3278676000.0,2803399700.0
Asia,,1953,540252740.0,3474200800.0,2966704000.0
Asia,,1954,592035260.0,3651856100.0,3098131700.0
Asia,,1955,674786200.0,3873802800.0,3212082200.0
Asia,,1956,749279940.0,4083201000.0,3346184700.0
Asia,,1957,843529860.0,4304551400.0,3473398800.0
Asia,,1958,1137921000.0,4728099000.0,3602701300.0
Asia,,1959,1373618400.0,5228439600.0,3871272400.0
Asia,,1960,1538406400.0,4368025600.0,2841432000.0
Asia,,1961,1393256100.0,4228975900.0,2846488300.0
Asia,,1962,1342288300.0,3999435500.0,2667501800.0
Asia,,1963,1422810600.0,3914517500.0,2502951700.0
Asia,,1964,1507063400.0,3902092000.0,2406075400.0
Asia,,1965,1649483500.0,3821407500.0,2183194400.0
Asia,,1966,1796642400.0,3954295000.0,2169308000.0
Asia,,1967,1824612400.0,3916957700.0,2103758800.0
Asia,,1968,2015468700.0,3902040300.0,1898062000.0
Asia,,1969,2288907300.0,4198415400.0,1926787700.0
Asia,,1970,2696106000.0,4404098000.0,1711161300.0
Asia,,1971,2950439400.0,5035783000.0,2089102800.0
Asia,,1972,3120407800.0,5500333600.0,2385374000.0
Asia,,1973,3351738400.0,5789540400.0,2442312400.0
Asia,,1974,3411387600.0,5535013000.0,2129919900.0
Asia,,1975,3576808000.0,5705775000.0,2134353300.0
Asia,,1976,3801748700.0,5926004000.0,2129956500.0
Asia,,1977,4046413800.0,6261107700.0,2221336600.0
Asia,,1978,4227558100.0,6389560000.0,2168208600.0
Asia,,1979,4401186300.0,6309185500.0,1913304200.0
Asia,,1980,4395949000.0,6351085000.0,1960459800.0
Asia,,1981,4369495600.0,6964974000.0,2600450800.0
Asia,,1982,4519137000.0,7194242000.0,2680142800.0
Asia,,1983,4701174000.0,7903649300.0,3207355600.0
Asia,,1984,4975358000.0,9011360000.0,4043040800.0
Asia,,1985,5266602500.0,8837544000.0,3577419800.0
Asia,,1986,5492772000.0,9314833000.0,3829319700.0
Asia,,1987,5732140500.0,9187231000.0,3461710300.0
Asia,,1988,6194507300.0,9527322000.0,3338343700.0
Asia,,1989,6410467300.0,9498615000.0,3096959500.0
Asia,,1990,6611224600.0,9403637000.0,2802044200.0
Asia,,1991,7414699000.0,9673079000.0,2265890800.0
Asia,,1992,7256959500.0,9660624000.0,2411315200.0
Asia,,1993,7589249500.0,9822252000.0,2241452000.0
Asia,,1994,7920648000.0,10419786000.0,2507422000.0
Asia,,1995,8241792000.0,10549731000.0,2314768600.0
Asia,,1996,8573007400.0,11014539000.0,2447405600.0
Asia,,1997,8687990000.0,12801064000.0,4117859800.0
Asia,,1998,8419528700.0,10873798000.0,2460339500.0
Asia,,1999,8880381000.0,11284555000.0,2410728700.0
Asia,,2000,9300388000.0,11555441000.0,2268162600.0
Asia,,2001,9465591000.0,11382977000.0,1927557100.0
Asia,,2002,10011790000.0,12538060000.0,2528380000.0
Asia,,2003,10993457000.0,13567982000.0,2576561400.0
Asia,,2004,11682397000.0,13981264000.0,2301248500.0
Asia,,2005,12525343000.0,14251332000.0,1728418700.0
Asia,,2006,13367103000.0,15749074000.0,2384348200.0
Asia,,2007,14076976000.0,15946074000.0,1871241500.0
Asia,,2008,14820116000.0,16978692000.0,2160551000.0
Asia,,2009,15368629000.0,17630830000.0,2264974800.0
Asia,,2010,16536730000.0,18090734000.0,1556174100.0
Asia,,2011,17752203000.0,19498656000.0,1748900500.0
Asia,,2012,18466894000.0,20186933000.0,1722446300.0
Asia,,2013,18720993000.0,20347560000.0,1628867800.0
Asia,,2014,19068563000.0,21535082000.0,2469352700.0
Asia,,2015,19206867000.0,22287583000.0,3084025300.0
Asia,,2016,19303905000.0,21488499000.0,2187811000.0
Asia,,2017,19839646000.0,21958210000.0,2122005600.0
Asia,,2018,20437713000.0,22572420000.0,2137687400.0
Asia,,2019,20894499000.0,23384062000.0,2492729000.0
Asia,,2020,20689746000.0,22774270000.0,2087857200.0
Asia,,2021,21688988000.0,23784026000.0,2098446100.0
Central America (GCP),,1850,0.0,,
Central America (GCP),,1851,0.0,,
Central America (GCP),,1852,0.0,,
Central America (GCP),,1853,0.0,,
Central America (GCP),,1854,0.0,,
Central America (GCP),,1855,0.0,,
Central America (GCP),,1856,0.0,,
Central America (GCP),,1857,0.0,,
Central America (GCP),,1858,0.0,,
Central America (GCP),,1859,0.0,,
Central America (GCP),,1860,0.0,,
Central America (GCP),,1861,0.0,,
Central America (GCP),,1862,0.0,,
Central America (GCP),,1863,0.0,,
Central America (GCP),,1864,0.0,,
Central America (GCP),,1865,0.0,,
Central America (GCP),,1866,0.0,,
Central America (GCP),,1867,0.0,,
Central America (GCP),,1868,0.0,,
Central America (GCP),,1869,0.0,,
Central America (GCP),,1870,0.0,,
Central America (GCP),,1871,0.0,,
Central America (GCP),,1872,0.0,,
Central America (GCP),,1873,0.0,,
Central America (GCP),,1874,0.0,,
Central America (GCP),,1875,0.0,,
Central America (GCP),,1876,0.0,,
Central America (GCP),,1877,0.0,,
Central America (GCP),,1878,0.0,,
Central America (GCP),,1879,0.0,,
Central America (GCP),,1880,0.0,,
Central America (GCP),,1881,0.0,,
Central America (GCP),,1882,0.0,,
Central America (GCP),,1883,0.0,,
Central America (GCP),,1884,0.0,,
Central America (GCP),,1885,0.0,,
Central America (GCP),,1886,0.0,,
Central America (GCP),,1887,0.0,,
Central America (GCP),,1888,0.0,,
Central America (GCP),,1889,0.0,,
Central America (GCP),,1890,0.0,,
Central America (GCP),,1891,0.0,,
Central America (GCP),,1892,0.0,,
Central America (GCP),,1893,0.0,,
Central America (GCP),,1894,0.0,,
Central America (GCP),,1895,0.0,,
Central America (GCP),,1896,0.0,,
Central America (GCP),,1897,0.0,,
Central America (GCP),,1898,0.0,,
Central America (GCP),,1899,0.0,,
Central America (GCP),,1900,0.0,,
Central America (GCP),,1901,0.0,,
Central America (GCP),,1902,0.0,,
Central America (GCP),,1903,0.0,,
Central America (GCP),,1904,0.0,,
Central America (GCP),,1905,0.0,,
Central America (GCP),,1906,0.0,,
Central America (GCP),,1907,0.0,,
Central America (GCP),,1908,0.0,,
Central America (GCP),,1909,25648.0,,
Central America (GCP),,1910,65952.0,,
Central America (GCP),,1911,124576.0,,
Central America (GCP),,1912,197856.0,,
Central America (GCP),,1913,223504.0,,
Central America (GCP),,1914,289456.0,,
Central America (GCP),,1915,333424.0,,
Central America (GCP),,1916,414032.0,,
Central America (GCP),,1917,527616.0,,
Central America (GCP),,1918,769440.0,,
Central America (GCP),,1919,648528.0,,
Central America (GCP),,1920,1077216.0,,
Central America (GCP),,1921,1000272.0,,
Central America (GCP),,1922,981952.0,,
Central America (GCP),,1923,1209120.0,,
Central America (GCP),,1924,1656128.0,,
Central America (GCP),,1925,1945584.0,,
Central America (GCP),,1926,2558603.8,,
Central America (GCP),,1927,2740211.0,,
Central America (GCP),,1928,4717998.0,,
Central America (GCP),,1929,5450992.0,,
Central America (GCP),,1930,6064344.5,,
Central America (GCP),,1931,5080670.5,,
Central America (GCP),,1932,5216779.5,,
Central America (GCP),,1933,6167531.5,,
Central America (GCP),,1934,7100292.0,,
Central America (GCP),,1935,7687264.5,,
Central America (GCP),,1936,8565007.0,,
Central America (GCP),,1937,10544403.0,,
Central America (GCP),,1938,11913969.0,,
Central America (GCP),,1939,12792714.0,,
Central America (GCP),,1940,13431312.0,,
Central America (GCP),,1941,13272641.0,,
Central America (GCP),,1942,12674648.0,,
Central America (GCP),,1943,13467362.0,,
Central America (GCP),,1944,14750211.0,,
Central America (GCP),,1945,15656103.0,,
Central America (GCP),,1946,16171661.0,,
Central America (GCP),,1947,17947424.0,,
Central America (GCP),,1948,18752040.0,,
Central America (GCP),,1949,14012928.0,,
Central America (GCP),,1950,18750332.0,,
Central America (GCP),,1951,24612166.0,,
Central America (GCP),,1952,20548108.0,,
Central America (GCP),,1953,21753448.0,,
Central America (GCP),,1954,29619784.0,,
Central America (GCP),,1955,28611084.0,,
Central America (GCP),,1956,32237436.0,,
Central America (GCP),,1957,35523570.0,,
Central America (GCP),,1958,39516900.0,,
Central America (GCP),,1959,40433240.0,,
Central America (GCP),,1960,36224044.0,,
Central America (GCP),,1961,38336304.0,,
