Entity,Code,Year,Annual CO₂ emissions,Annual CO₂ emissions including land-use change,Annual CO₂ emissions from land-use change
European Union (27),,1999,3590544000.0,3434091300.0,-156452800.0
European Union (27),,2000,3602431500.0,3377462000.0,-224969600.0
European Union (27),,2001,3659970300.0,3412430600.0,-247539840.0
European Union (27),,2002,3661412000.0,3418855200.0,-242556800.0
European Union (27),,2003,3744551200.0,3525847000.0,-218704160.0
European Union (27),,2004,3755608000.0,3551083500.0,-204524480.0
European Union (27),,2005,3735896600.0,3509827800.0,-226068800.0
European Union (27),,2006,3745673700.0,3477688600.0,-267984960.0
European Union (27),,2007,3710596400.0,3518566000.0,-192030240.0
European Union (27),,2008,3627085300.0,3410689500.0,-216395840.0
European Union (27),,2009,3332201500.0,3161092900.0,-171108800.0
European Union (27),,2010,3432635000.0,3245367800.0,-187267040.0
European Union (27),,2011,3332923000.0,3177569500.0,-155353600.0
European Union (27),,2012,3260143400.0,3079398400.0,-180745120.0
European Union (27),,2013,3177124600.0,2979891500.0,-197233120.0
European Union (27),,2014,3040193300.0,2848163000.0,-192030240.0
European Union (27),,2015,3092724500.0,2896114200.0,-196610240.0
European Union (27),,2016,3099745500.0,2902512400.0,-197233120.0
European Union (27),,2017,3123227100.0,2916614100.0,-206612960.0
European Union (27),,2018,3049198800.0,2841047000.0,-208151840.0
European Union (27),,2019,2906417000.0,2697276000.0,-209141120.0
European Union (27),,2020,2621796400.0,2424233500.0,-197562880.0
European Union (27),,2021,2793016300.0,2601975600.0,-191040960.0
North America,,1850,19851552.0,848391900.0,899658600.0
North America,,1851,24702688.0,920990400.0,964071700.0
North America,,1852,26875440.0,957275000.0,997084350.0
North America,,1853,30264640.0,1009505300.0,1043543900.0
North America,,1854,33283774.0,1046123260.0,1073625340.0
North America,,1855,38310784.0,1067711600.0,1088537700.0
North America,,1856,40216064.0,1095374800.0,1114332300.0
North America,,1857,41271296.0,1124752600.0,1142911500.0
North America,,1858,41912496.0,1150712200.0,1168596200.0
North America,,1859,45635120.0,1187301000.0,1201279100.0
North America,,1860,47818864.0,1088065200.0,1101618200.0
North America,,1861,46137090.0,1005189100.0,1018079040.0
North America,,1862,48009390.0,998157950.0,1011996800.0
North America,,1863,55513264.0,1002510700.0,1007893100.0
North America,,1864,59499696.0,978833900.0,980010050.0
North America,,1865,59840450.0,954296200.0,954105600.0
North America,,1866,60474320.0,939064900.0,937251200.0
North America,,1867,74459810.0,950375700.0,934613100.0
North America,,1868,83297380.0,945326660.0,922851700.0
North America,,1869,94380980.0,936331500.0,904604900.0
North America,,1870,99844000.0,1256532200.0,1218353300.0
North America,,1871,104801390.0,1401857400.0,1358134900.0
North America,,1872,128152060.0,1506842000.0,1441527600.0
North America,,1873,141115300.0,1597995000.0,1520853100.0
North America,,1874,135919740.0,1663477900.0,1596954400.0
North America,,1875,137623500.0,1714059500.0,1642534700.0
North America,,1876,134677660.0,1754312200.0,1685037000.0
North America,,1877,149198080.0,1824452100.0,1740912900.0
North America,,1878,145838190.0,1872168400.0,1791183100.0
North America,,1879,177652700.0,1955828500.0,1849294100.0
North America,,1880,203916430.0,1841248100.0,1730287400.0
North America,,1881,215784160.0,1763824100.0,1654699000.0
North America,,1882,242011140.0,1794081500.0,1662356900.0
North America,,1883,261313170.0,1824082600.0,1680127200.0
North America,,1884,276189000.0,1819282600.0,1666094100.0
North America,,1885,280406270.0,1802651800.0,1647957400.0
North America,,1886,296260400.0,1811727400.0,1645539100.0
North America,,1887,317530100.0,1852782800.0,1667376500.0
North America,,1888,387186430.0,1911923300.0,1653636500.0
North America,,1889,346834850.0,1854790700.0,1644110200.0
North America,,1890,414160930.0,1986713100.0,1721274000.0
North America,,1891,441886400.0,2144034200.0,1747947900.0
North America,,1892,464918340.0,2164904400.0,1746885400.0
North America,,1893,469480000.0,2213947000.0,1791292900.0
North America,,1894,439768640.0,2188888800.0,1794297300.0
North America,,1895,493973900.0,2247198000.0,1799427100.0
North America,,1896,496110050.0,2261352000.0,1814193000.0
North America,,1897,515774850.0,2303074000.0,1835334300.0
North America,,1898,561765500.0,2365442800.0,1850136800.0
North America,,1899,645458800.0,2477898500.0,1879888400.0
North America,,1900,684367040.0,2494053400.0,1866368400.0
North America,,1901,746684540.0,2532957700.0,1850026900.0
North America,,1902,791569000.0,2582019000.0,1859480000.0
North America,,1903,923924100.0,2704554800.0,1852811500.0
North America,,1904,916872800.0,2727475200.0,1885237900.0
North America,,1905,1023576770.0,2829452500.0,1883919000.0
North America,,1906,1074778600.0,2873619500.0,1876847500.0
North America,,1907,1253116700.0,3066906600.0,1887363100.0
North America,,1908,1103991600.0,2929103400.0,1904913700.0
North America,,1909,1214811100.0,3058866000.0,1922464300.0
North America,,1910,1327425200.0,3089479400.0,1850136800.0
North America,,1911,1327461900.0,3053499100.0,1818846200.0
North America,,1912,1419666800.0,3072460500.0,1749889800.0
North America,,1913,1533790300.0,3186804000.0,1750732400.0
North America,,1914,1396793000.0,3055925200.0,1761907700.0
North America,,1915,1443461200.0,3078667800.0,1742048800.0
North America,,1916,1613035600.0,3226404900.0,1716510700.0
North America,,1917,1782872800.0,3394007000.0,1715191700.0
North America,,1918,1868648400.0,3494365200.0,1731056900.0
North America,,1919,1596982000.0,3198480000.0,1702367600.0
North America,,1920,1899938000.0,3501142500.0,1715484800.0
North America,,1921,1595440600.0,3199723000.0,1736919300.0
North America,,1922,1591500300.0,3169035500.0,1709549000.0
North America,,1923,2062964200.0,3607779800.0,1681446300.0
North America,,1924,1845232000.0,3366341600.0,1667266700.0
North America,,1925,1892463700.0,3408114000.0,1658216400.0
North America,,1926,2038048900.0,3513215200.0,1619744500.0
North America,,1927,1989375000.0,3428631600.0,1587391400.0
North America,,1928,1953542300.0,3369705500.0,1562073100.0
North America,,1929,2090135200.0,3475500300.0,1526422400.0
North America,,1930,1865707500.0,3158781700.0,1444532100.0
North America,,1931,1582640900.0,2832722700.0,1417784800.0
North America,,1932,1349432400.0,2535286500.0,1357072400.0
North America,,1933,1441267700.0,2582303500.0,1315009700.0
North America,,1934,1542143700.0,2662685400.0,1297239300.0
North America,,1935,1600230000.0,2671988200.0,1254407000.0
North America,,1936,1830100700.0,2878763000.0,1229675000.0
North America,,1937,1921540100.0,2929579000.0,1193474700.0
North America,,1938,1637472500.0,2618162700.0,1170757900.0
North America,,1939,1801380900.0,2755117000.0,1131553200.0
North America,,1940,2020247700.0,3063677700.0,1273056800.0
North America,,1941,2199555600.0,3365293600.0,1362165200.0
North America,,1942,2360994000.0,3551247400.0,1388362900.0
North America,,1943,2442646500.0,3705527800.0,1418041300.0
North America,,1944,2620185000.0,3899291000.0,1433466800.0
North America,,1945,2528343300.0,3806388200.0,1430828700.0
North America,,1946,2437710600.0,3730564000.0,1452079900.0
North America,,1947,2676701700.0,3986189000.0,1439842000.0
North America,,1948,2790326800.0,4132782600.0,1449185300.0
North America,,1949,2352856000.0,3642950100.0,1401003600.0
North America,,1950,2744778000.0,4081977900.0,1340767500.0
North America,,1951,2840785000.0,4111122000.0,1273130100.0
North America,,1952,2768315100.0,4089953800.0,1323803100.0
North America,,1953,2832061400.0,4065830000.0,1235610800.0
North America,,1954,2718353000.0,3947217000.0,1230884100.0
North America,,1955,2966390300.0,4164235800.0,1200546300.0
North America,,1956,3124205600.0,4317710000.0,1196992100.0
North America,,1957,3103421400.0,4273109000.0,1173432600.0
North America,,1958,3022850000.0,4184585500.0,1165994800.0
North America,,1959,3115069700.0,4259288000.0,1153573800.0
North America,,1960,3189289200.0,4166471200.0,982538240.0
North America,,1961,3184526600.0,3964430300.0,782667000.0
North America,,1962,3309560800.0,4194169300.0,888703200.0
North America,,1963,3442484500.0,4311119000.0,870273300.0
North America,,1964,3621234200.0,4307328000.0,694401300.0
North America,,1965,3771645700.0,4372531700.0,603204350.0
North America,,1966,3956489200.0,4512284700.0,556415040.0
North America,,1967,4127169500.0,5088914000.0,962239700.0
North America,,1968,4289585200.0,5529013000.0,1239421300.0
North America,,1969,4501899300.0,5428944000.0,927175200.0
North America,,1970,4862633000.0,5630569000.0,767498100.0
North America,,1971,4916293600.0,5726405600.0,809340900.0
North America,,1972,5162334000.0,5951490000.0,787613440.0
North America,,1973,5397348400.0,6053972500.0,656442240.0
North America,,1974,5251511300.0,5929156600.0,677546900.0
North America,,1975,5128156000.0,5817435600.0,689381600.0
North America,,1976,5434759700.0,6135104500.0,701326200.0
North America,,1977,5591237600.0,6391360500.0,801390100.0
North America,,1978,5677210000.0,6361931300.0,685131400.0
North America,,1979,5792579000.0,6496033300.0,702535360.0
North America,,1980,5621263400.0,6365543400.0,743718700.0
North America,,1981,5495717400.0,6242696000.0,746833150.0
North America,,1982,5263806000.0,6052232000.0,788382850.0
North America,,1983,5203724300.0,6004999000.0,801353500.0
North America,,1984,5462064000.0,6266714000.0,804834240.0
North America,,1985,5465377000.0,6239611000.0,775412350.0
North America,,1986,5450290000.0,6301331500.0,851257100.0
North America,,1987,5656673000.0,6538505700.0,882620900.0
North America,,1988,5906294300.0,6832293000.0,926515700.0
North America,,1989,6018308000.0,6943439000.0,925599700.0
North America,,1990,5993930000.0,6917375500.0,923181440.0
North America,,1991,5940200000.0,6717070300.0,776768000.0
North America,,1992,6065395700.0,6790955500.0,724116350.0
North America,,1993,6171408000.0,6849658000.0,677473600.0
North America,,1994,6295623700.0,7082350000.0,786550900.0
North America,,1995,6357527000.0,6974625300.0,617310700.0
North America,,1996,6582797000.0,7199213000.0,616834400.0
North America,,1997,6701181400.0,7355674600.0,655709440.0
North America,,1998,6772838000.0,7452271600.0,680001800.0
North America,,1999,6867971600.0,7555873000.0,688245760.0
North America,,2000,7113878000.0,7790091300.0,677986560.0
North America,,2001,7021613000.0,7579325000.0,559492800.0
North America,,2002,7073592300.0,7611415600.0,539524000.0
North America,,2003,7186931700.0,7680612400.0,495336160.0
North America,,2004,7285651000.0,7669575700.0,385489440.0
North America,,2005,7332226600.0,7735779300.0,405201760.0
North America,,2006,7267868000.0,7597742000.0,331811840.0
North America,,2007,7379332000.0,7588692500.0,212145600.0
North America,,2008,7160439300.0,7362677000.0,204890880.0
North America,,2009,6673073000.0,6782667300.0,112155040.0
North America,,2010,6879333400.0,7005946400.0,129082720.0
North America,,2011,6775450600.0,6797259000.0,24035840.0
North America,,2012,6591991300.0,6714394600.0,123476800.0
North America,,2013,6726552600.0,6813697000.0,87936000.0
North America,,2014,6763078700.0,7100024000.0,337637600.0
North America,,2015,6617363500.0,7056457700.0,439606720.0
North America,,2016,6473230300.0,7043209000.0,570484800.0
North America,,2017,6425780700.0,6919904000.0,494640000.0
North America,,2018,6614565000.0,7117141000.0,503140480.0
North America,,2019,6500849700.0,7006064000.0,505705280.0
North America,,2020,5805619000.0,6327857700.0,522486400.0
North America,,2021,6137900000.0,6668604400.0,531096800.0
South America,,1850,0.0,73280.0,197856000.0
South America,,1851,0.0,36640.0,218044640.0
South America,,1852,0.0,36640.0,226508480.0
South America,,1853,0.0,36640.0,235961600.0
South America,,1854,0.0,36640.0,241384320.0
South America,,1855,0.0,36640.0,243069760.0
South America,,1856,0.0,36640.0,249408480.0
South America,,1857,0.0,36640.0,250434400.0
South America,,1858,0.0,36640.0,253878560.0
South America,,1859,0.0,36640.0,256553280.0
South America,,1860,0.0,36640.0,210020480.0
South America,,1861,0.0,36640.0,182796960.0
South America,,1862,0.0,73280.0,173233920.0
South America,,1863,0.0,36640.0,158174880.0
South America,,1864,0.0,36640.0,155207040.0
South America,,1865,0.0,36640.0,148465280.0
South America,,1866,0.0,36640.0,148282080.0
South America,,1867,0.0,36640.0,142786080.0
South America,,1868,0.0,36640.0,143445600.0
South America,,1869,0.0,36640.0,136154240.0
South America,,1870,0.0,36640.0,164696800.0
South America,,1871,0.0,36640.0,180928320.0
South America,,1872,0.0,36640.0,182467200.0
South America,,1873,0.0,36640.0,191004320.0
South America,,1874,0.0,36640.0,195254560.0
South America,,1875,0.0,36640.0,191334080.0
South America,,1876,0.0,36640.0,195108000.0
South America,,1877,0.0,73280.0,202948960.0
South America,,1878,0.0,36640.0,207309120.0
South America,,1879,0.0,36640.0,198625440.0
South America,,1880,0.0,36640.0,255527360.0
South America,,1881,0.0,36640.0,281248640.0
South America,,1882,0.0,36640.0,302536480.0
South America,,1883,0.0,36640.0,316203200.0
South America,,1884,3664.0,22463984.0,324483840.0
South America,,1885,3664.0,24442544.0,336611680.0
South America,,1886,7328.0,23566848.0,336391840.0
South America,,1887,1091872.0,47954430.0,343793120.0
South America,,1888,897680.0,47137360.0,347896800.0
South America,,1889,1762384.0,48588304.0,355737760.0
South America,,1890,1381328.0,49819410.0,359365120.0
South America,,1891,985616.0,49936656.0,358046080.0
South America,,1892,1450944.0,49998944.0,355554560.0
South America,,1893,1601168.0,50625490.0,350205120.0
South America,,1894,2033520.0,52450160.0,359878080.0
South America,,1895,2828608.0,76108610.0,362186400.0
South America,,1896,2879904.0,75756860.0,361307040.0
South America,,1897,2758992.0,77394670.0,365777120.0
South America,,1898,3176688.0,78068850.0,367828960.0
South America,,1899,3715296.0,79560100.0,369514400.0
South America,,1900,3165696.0,112059780.0,441402080.0
South America,,1901,6401008.0,313993800.0,482658720.0
South America,,1902,7379296.0,335087460.0,509589120.0
South America,,1903,7676080.0,350260100.0,523402400.0
South America,,1904,8665360.0,365942000.0,533844800.0
South America,,1905,9211296.0,370848100.0,544983360.0
South America,,1906,12329360.0,379938500.0,552457900.0
South America,,1907,12684768.0,388464600.0,563046900.0
South America,,1908,14886832.0,398544260.0,567260500.0
South America,,1909,13406576.0,398089920.0,570301600.0
South America,,1910,17246448.0,474477020.0,671208200.0
South America,,1911,19162720.0,510798270.0,716055550.0
South America,,1912,19990784.0,533427070.0,750094100.0
South America,,1913,21122960.0,554125000.0,770246100.0
South America,,1914,17195152.0,559210700.0,787100500.0
South America,,1915,15088352.0,568279040.0,799374850.0
South America,,1916,13619088.0,571499700.0,811356160.0
South America,,1917,10867424.0,590548860.0,821761900.0
South America,,1918,10999328.0,597349250.0,836234750.0
South America,,1919,12900944.0,604966700.0,834622600.0
South America,,1920,14641344.0,682918300.0,927798100.0
South America,,1921,14428832.0,913244700.0,981329150.0
South America,,1922,17162176.0,953497340.0,1019068300.0
South America,,1923,19759952.0,971044200.0,1031599200.0
South America,,1924,24332624.0,991152300.0,1046328450.0
South America,,1925,26384464.0,1005075460.0,1061131000.0
South America,,1926,27381072.0,1013766500.0,1068495700.0
South America,,1927,30081440.0,1028118400.0,1080696800.0
South America,,1928,31427830.0,1094427500.0,1089930100.0
South America,,1929,34424330.0,1097973600.0,1091102600.0
South America,,1930,29122492.0,913209000.0,911273500.0
South America,,1931,25545738.0,825396900.0,826158700.0
South America,,1932,28960146.0,788763840.0,780835100.0
South America,,1933,32898528.0,759616260.0,747199500.0
South America,,1934,37257450.0,739243200.0,722430850.0
South America,,1935,41081412.0,724600600.0,704184200.0
South America,,1936,39596510.0,709375700.0,690847200.0
South America,,1937,50161732.0,707666500.0,677876600.0
South America,,1938,46272796.0,690037600.0,664429760.0
South America,,1939,47060380.0,676352400.0,650360000.0
South America,,1940,50716700.0,865443800.0,835282050.0
South America,,1941,50752570.0,932420860.0,902076800.0
South America,,1942,48166196.0,971823940.0,943809800.0
South America,,1943,48569504.0,989741200.0,961250400.0
South America,,1944,53866372.0,1000790500.0,966416640.0
South America,,1945,54137150.0,1012493000.0,977958300.0
South America,,1946,118776020.0,1084130000.0,985432800.0
South America,,1947,62107070.0,1016102700.0,974220900.0
South America,,1948,69504090.0,1032659800.0,983014500.0
South America,,1949,70824630.0,1034639900.0,983967200.0
South America,,1950,112577080.0,1343791100.0,1231360500.0
South America,,1951,131287170.0,1508951200.0,1377810600.0
South America,,1952,141474460.0,1596852000.0,1455524000.0
South America,,1953,140642960.0,1665196800.0,1524700300.0
South America,,1954,151056110.0,1737934500.0,1587024900.0
South America,,1955,170080400.0,1804371000.0,1634437100.0
South America,,1956,184182370.0,1867643800.0,1683608000.0
South America,,1957,192917950.0,1941452000.0,1748680700.0
South America,,1958,178754820.0,1996501800.0,1817893600.0
South America,,1959,196996210.0,2095717600.0,1898868000.0
South America,,1960,199162530.0,2025373400.0,1826357500.0
South America,,1961,201765780.0,2072127700.0,1870508500.0
South America,,1962,215624780.0,2030074100.0,1814596100.0
South America,,1963,219363220.0,2016188800.0,1796972200.0
South America,,1964,230116670.0,2083258100.0,1853288000.0
South America,,1965,240054110.0,1981663200.0,1741755800.0
South America,,1966,251936270.0,1904803300.0,1653013500.0
South America,,1967,267277700.0,1938867700.0,1671736600.0
South America,,1968,287533380.0,2033209600.0,1745822700.0
South America,,1969,311131040.0,1953445800.0,1642461200.0
South America,,1970,337687700.0,2229630700.0,1892089600.0
South America,,1971,346378800.0,2077985300.0,1731753000.0
South America,,1972,362353600.0,2022072300.0,1659865300.0
South America,,1973,392424450.0,2044851700.0,1652574000.0
South America,,1974,416231420.0,2067669400.0,1651584600.0
South America,,1975,411325100.0,2099403000.0,1688224600.0
South America,,1976,419089250.0,2178871800.0,1759929100.0
South America,,1977,434580900.0,2162889700.0,1728455400.0
South America,,1978,461793820.0,2224837000.0,1763190100.0
South America,,1979,494202700.0,2271132700.0,1777076600.0
South America,,1980,508002560.0,2338280400.0,1830424400.0
South America,,1981,489327420.0,2394864000.0,1905683100.0
South America,,1982,490539600.0,2378012700.0,1887583000.0
South America,,1983,485664480.0,2390688000.0,1905133400.0
South America,,1984,491320500.0,2405211000.0,1914000400.0
South America,,1985,501639780.0,1938990300.0,1437460500.0
South America,,1986,529491800.0,2152313900.0,1622932000.0
South America,,1987,557024960.0,2209305900.0,1652390800.0
South America,,1988,580028740.0,2136276100.0,1556394000.0
South America,,1989,579498940.0,2067559200.0,1488206800.0
South America,,1990,599903700.0,2118668400.0,1518911200.0
South America,,1991,607538700.0,2291549700.0,1684157700.0
South America,,1992,619454460.0,2413788400.0,1794480600.0
South America,,1993,654170560.0,2342871800.0,1688774300.0
South America,,1994,671660000.0,2927218400.0,2255704800.0
South America,,1995,701795840.0,2940243500.0,2238594300.0
South America,,1996,728112500.0,2769180200.0,2041214300.0
South America,,1997,768431700.0,3039928600.0,2271643400.0
South America,,1998,821017860.0,3478370600.0,2657499100.0
South America,,1999,839313000.0,3403856600.0,2564690200.0
South America,,2000,821225150.0,3013616000.0,2192537600.0
South America,,2001,832130200.0,2878987300.0,2046966900.0
South America,,2002,847045000.0,3035259000.0,2188323800.0
South America,,2003,858202200.0,4515167000.0,3657075200.0
South America,,2004,867598600.0,3768057300.0,2900569000.0
South America,,2005,901994300.0,3469799000.0,2567914500.0
South America,,2006,912942900.0,3248889600.0,2336056600.0
South America,,2007,940783040.0,2957595100.0,2016922100.0
South America,,2008,1007550700.0,2797415000.0,1789974000.0
South America,,2009,991982200.0,2759642000.0,1767770000.0
South America,,2010,1082467100.0,2639373800.0,1557016800.0
South America,,2011,1104312700.0,2675069400.0,1570866700.0
South America,,2012,1144498200.0,2913331000.0,1768942600.0
South America,,2013,1209994200.0,2883709700.0,1673825300.0
South America,,2014,1229192000.0,2800241700.0,1571159800.0
South America,,2015,1193827100.0,2769896700.0,1576179500.0
South America,,2016,1152787700.0,2479265500.0,1326587800.0
South America,,2017,1125113000.0,2374866700.0,1249863700.0
South America,,2018,1064608300.0,2278235100.0,1213736600.0
South America,,2019,1073178300.0,2684385500.0,1611317200.0
South America,,2020,981189700.0,2232812000.0,1251732400.0
South America,,2021,1074998500.0,2335707400.0,1260819100.0
